id_subsistema,id_estado,nom_localizacao,nom_tipousina,val_geracaoprogramada,val_geracaoverificada,val_capacidadeinstalada,val_fatorcapacidade,data
NE,CE,Litoral,Eólica,46.5,8.988,105.0,0.0856,2009-11-08
NE,RN,Litoral,Eólica,25.0,24.893,51.0,0.4880980392156862,2009-11-08
NE,RN,Litoral,Eólica,0.0,6.502,52.8,0.1231439393939393,2009-11-08
S,RS,,Eólica,0.0,11.739,70.0,0.1677,2009-11-08
NE,CE,Litoral,Eólica,35.0,41.179,54.6,0.7541941391941391,2009-11-08
NE,CE,Litoral,Eólica,62.5,20.551,105.0,0.1957238095238095,2009-11-08
NE,RN,Litoral,Eólica,31.5,23.423,51.0,0.4592745098039215,2009-11-08
NE,RN,Litoral,Eólica,0.0,6.069,52.8,0.1149431818181818,2009-11-08
S,RS,,Eólica,0.0,4.38,70.0,0.0625714285714285,2009-11-08
NE,CE,Litoral,Eólica,39.0,43.676,54.6,0.7999267399267399,2009-11-08
NE,CE,Litoral,Eólica,83.5,21.765,105.0,0.2072857142857142,2009-11-08
NE,RN,Litoral,Eólica,36.5,19.258,51.0,0.3776078431372549,2009-11-08
NE,RN,Litoral,Eólica,0.0,4.706,52.8,0.0891287878787878,2009-11-08
S,RS,,Eólica,1.0,29.703,70.0,0.4243285714285714,2009-11-08
NE,CE,Litoral,Eólica,39.5,46.272,54.6,0.8474725274725274,2009-11-08
NE,CE,Litoral,Eólica,91.5,36.178,105.0,0.3445523809523809,2009-11-08
NE,RN,Litoral,Eólica,38.5,18.167,51.0,0.3562156862745098,2009-11-08
NE,RN,Litoral,Eólica,0.0,4.326,52.8,0.0819318181818181,2009-11-08
S,RS,,Eólica,1.0,9.888,70.0,0.1412571428571428,2009-11-08
NE,CE,Litoral,Eólica,39.5,46.077,54.6,0.8439010989010989,2009-11-08
NE,CE,Litoral,Eólica,92.0,68.157,105.0,0.6491142857142858,2009-11-08
NE,RN,Litoral,Eólica,40.0,26.305,51.0,0.51578431372549,2009-11-08
NE,RN,Litoral,Eólica,0.0,3.749,52.8,0.0710037878787878,2009-11-08
S,RS,,Eólica,1.0,3.091,70.0,0.0441571428571428,2009-11-08
NE,CE,Litoral,Eólica,38.5,43.032,54.6,0.7881318681318681,2009-11-08
NE,CE,Litoral,Eólica,90.5,86.463,105.0,0.8234571428571428,2009-11-08
NE,RN,Litoral,Eólica,40.0,42.235,51.0,0.8281372549019607,2009-11-08
NE,RN,Litoral,Eólica,0.0,7.336,52.8,0.1389393939393939,2009-11-08
S,RS,,Eólica,1.0,0.087,70.0,0.0012428571428571,2009-11-08
NE,CE,Litoral,Eólica,40.5,43.234,54.6,0.7918315018315017,2009-11-08
NE,CE,Litoral,Eólica,93.0,91.322,105.0,0.8697333333333332,2009-11-08
NE,RN,Litoral,Eólica,38.5,44.55,51.0,0.8735294117647058,2009-11-08
NE,RN,Litoral,Eólica,0.0,9.058,52.8,0.1715530303030303,2009-11-08
S,RS,,Eólica,1.5,0.41,70.0,0.0058571428571428,2009-11-08
NE,CE,Litoral,Eólica,41.5,43.834,54.6,0.8028205128205128,2009-11-08
NE,CE,Litoral,Eólica,91.5,86.137,105.0,0.8203523809523809,2009-11-08
NE,RN,Litoral,Eólica,35.5,40.821,51.0,0.8004117647058823,2009-11-08
NE,RN,Litoral,Eólica,0.0,8.691,52.8,0.1646022727272727,2009-11-08
S,RS,,Eólica,1.0,2.038,70.0,0.0291142857142857,2009-11-08
NE,CE,Litoral,Eólica,43.0,34.792,54.6,0.6372161172161172,2009-11-08
NE,CE,Litoral,Eólica,88.5,84.73,105.0,0.8069523809523809,2009-11-08
NE,RN,Litoral,Eólica,31.5,34.182,51.0,0.670235294117647,2009-11-08
NE,RN,Litoral,Eólica,0.0,8.011,52.8,0.1517234848484848,2009-11-08
S,RS,,Eólica,1.0,2.533,70.0,0.0361857142857142,2009-11-09
NE,CE,Litoral,Eólica,42.0,37.689,54.6,0.6902747252747252,2009-11-09
NE,CE,Litoral,Eólica,89.0,81.588,105.0,0.7770285714285714,2009-11-09
NE,RN,Litoral,Eólica,23.5,33.821,51.0,0.663156862745098,2009-11-09
NE,RN,Litoral,Eólica,0.0,8.835,52.8,0.1673295454545454,2009-11-09
S,RS,,Eólica,1.0,3.192,70.0,0.0456,2009-11-09
NE,CE,Litoral,Eólica,41.5,26.251,54.6,0.4807875457875457,2009-11-09
NE,CE,Litoral,Eólica,79.5,60.445,105.0,0.5756666666666665,2009-11-09
NE,RN,Litoral,Eólica,19.5,24.694,51.0,0.4841960784313725,2009-11-09
NE,RN,Litoral,Eólica,0.0,5.718,52.8,0.1082954545454545,2009-11-09
S,RS,,Eólica,0.0,2.455,70.0,0.0350714285714285,2009-11-09
NE,CE,Litoral,Eólica,38.0,25.296,54.6,0.4632967032967032,2009-11-09
NE,CE,Litoral,Eólica,57.5,44.016,105.0,0.4192,2009-11-09
NE,RN,Litoral,Eólica,13.5,24.837,51.0,0.487,2009-11-09
NE,RN,Litoral,Eólica,0.0,6.687,52.8,0.1266477272727272,2009-11-09
S,RS,,Eólica,0.0,4.721,70.0,0.0674428571428571,2009-11-09
NE,CE,Litoral,Eólica,35.5,18.022,54.6,0.33007326007326,2009-11-09
NE,CE,Litoral,Eólica,17.0,17.47,105.0,0.1663809523809523,2009-11-09
NE,RN,Litoral,Eólica,9.5,25.267,51.0,0.4954313725490196,2009-11-09
NE,RN,Litoral,Eólica,0.0,6.39,52.8,0.1210227272727272,2009-11-09
S,RS,,Eólica,0.0,2.246,70.0,0.0320857142857142,2009-11-09
NE,CE,Litoral,Eólica,33.5,14.411,54.6,0.2639377289377289,2009-11-09
NE,CE,Litoral,Eólica,7.5,0.006,105.0,5.71428571428e-05,2009-11-09
NE,RN,Litoral,Eólica,7.5,28.714,51.0,0.5630196078431372,2009-11-09
NE,RN,Litoral,Eólica,0.0,7.641,52.8,0.144715909090909,2009-11-09
S,RS,,Eólica,1.0,2.519,70.0,0.0359857142857142,2009-11-09
NE,CE,Litoral,Eólica,32.0,14.479,54.6,0.2651831501831501,2009-11-09
NE,CE,Litoral,Eólica,6.0,0.0,105.0,0.0,2009-11-09
NE,RN,Litoral,Eólica,5.0,19.766,51.0,0.3875686274509803,2009-11-09
NE,RN,Litoral,Eólica,0.0,5.249,52.8,0.0994128787878787,2009-11-09
S,RS,,Eólica,1.5,3.551,70.0,0.0507285714285714,2009-11-09
NE,CE,Litoral,Eólica,31.0,18.03,54.6,0.3302197802197802,2009-11-09
NE,CE,Litoral,Eólica,9.5,0.089,105.0,0.000847619047619,2009-11-09
NE,RN,Litoral,Eólica,6.0,20.225,51.0,0.3965686274509803,2009-11-09
NE,RN,Litoral,Eólica,0.0,4.778,52.8,0.0904924242424242,2009-11-09
S,RS,,Eólica,1.0,4.111,70.0,0.0587285714285714,2009-11-09
NE,CE,Litoral,Eólica,33.0,20.337,54.6,0.3724725274725274,2009-11-09
NE,CE,Litoral,Eólica,15.5,3.445,105.0,0.0328095238095238,2009-11-09
NE,RN,Litoral,Eólica,5.5,23.393,51.0,0.4586862745098039,2009-11-09
NE,RN,Litoral,Eólica,0.0,5.337,52.8,0.1010795454545454,2009-11-09
S,RS,,Eólica,0.5,5.177,70.0,0.0739571428571428,2009-11-09
NE,CE,Litoral,Eólica,33.0,21.6,54.6,0.3956043956043956,2009-11-09
NE,CE,Litoral,Eólica,19.5,5.111,105.0,0.0486761904761904,2009-11-09
NE,RN,Litoral,Eólica,5.0,21.668,51.0,0.4248627450980392,2009-11-09
NE,RN,Litoral,Eólica,0.0,5.338,52.8,0.1010984848484848,2009-11-09
S,RS,,Eólica,0.0,5.414,70.0,0.0773428571428571,2009-11-09
NE,CE,Litoral,Eólica,32.5,21.043,54.6,0.3854029304029304,2009-11-09
NE,CE,Litoral,Eólica,22.0,8.006,105.0,0.076247619047619,2009-11-09
NE,RN,Litoral,Eólica,5.5,23.22,51.0,0.4552941176470588,2009-11-10
NE,RN,Litoral,Eólica,0.0,7.051,52.8,0.1335416666666666,2009-11-10
S,RS,,Eólica,0.0,6.93,70.0,0.099,2009-11-10
NE,CE,Litoral,Eólica,34.0,26.118,54.6,0.4783516483516483,2009-11-10
NE,CE,Litoral,Eólica,24.5,7.292,105.0,0.069447619047619,2009-11-10
NE,RN,Litoral,Eólica,7.0,21.598,51.0,0.4234901960784313,2009-11-10
NE,RN,Litoral,Eólica,0.0,6.817,52.8,0.1291098484848484,2009-11-10
S,RS,,Eólica,0.0,3.119,70.0,0.0445571428571428,2009-11-10
NE,CE,Litoral,Eólica,28.0,31.327,54.6,0.5737545787545787,2009-11-10
NE,CE,Litoral,Eólica,27.5,2.84,105.0,0.027047619047619,2009-11-10
NE,RN,Litoral,Eólica,6.0,15.041,51.0,0.2949215686274509,2009-11-10
NE,RN,Litoral,Eólica,0.0,4.17,52.8,0.0789772727272727,2009-11-10
S,RS,,Eólica,0.0,0.784,70.0,0.0112,2009-11-10
NE,CE,Litoral,Eólica,24.0,31.128,54.6,0.5701098901098901,2009-11-10
NE,CE,Litoral,Eólica,22.5,4.333,105.0,0.0412666666666666,2009-11-10
NE,RN,Litoral,Eólica,8.5,20.714,51.0,0.406156862745098,2009-11-10
NE,RN,Litoral,Eólica,0.0,5.815,52.8,0.1101325757575757,2009-11-10
S,RS,,Eólica,0.0,0.076,70.0,0.0010857142857142,2009-11-10
NE,CE,Litoral,Eólica,29.5,32.76,54.6,0.6,2009-11-10
NE,CE,Litoral,Eólica,35.0,6.179,105.0,0.058847619047619,2009-11-10
NE,RN,Litoral,Eólica,14.0,32.204,51.0,0.6314509803921567,2009-11-10
NE,RN,Litoral,Eólica,0.0,8.998,52.8,0.1704166666666666,2009-11-10
S,RS,,Eólica,0.0,0.04,70.0,0.0005714285714285,2009-11-10
NE,CE,Litoral,Eólica,32.5,36.466,54.6,0.6678754578754578,2009-11-10
NE,CE,Litoral,Eólica,37.0,24.205,105.0,0.2305238095238095,2009-11-10
NE,RN,Litoral,Eólica,17.0,29.423,51.0,0.5769215686274509,2009-11-10
NE,RN,Litoral,Eólica,0.0,8.173,52.8,0.1547916666666666,2009-11-10
S,RS,,Eólica,0.0,0.002,70.0,2.85714285714e-05,2009-11-10
NE,CE,Litoral,Eólica,32.0,38.141,54.6,0.6985531135531134,2009-11-10
NE,CE,Litoral,Eólica,46.5,23.514,105.0,0.2239428571428571,2009-11-10
NE,RN,Litoral,Eólica,25.0,29.697,51.0,0.5822941176470589,2009-11-10
NE,RN,Litoral,Eólica,0.0,8.1,52.8,0.1534090909090909,2009-11-10
S,RS,,Eólica,0.0,0.507,70.0,0.0072428571428571,2009-11-10
NE,CE,Litoral,Eólica,35.0,41.775,54.6,0.7651098901098901,2009-11-10
NE,CE,Litoral,Eólica,62.5,25.56,105.0,0.2434285714285714,2009-11-10
NE,RN,Litoral,Eólica,31.5,23.758,51.0,0.4658431372549019,2009-11-10
NE,RN,Litoral,Eólica,0.0,4.918,52.8,0.0931439393939393,2009-11-10
S,RS,,Eólica,0.0,1.221,70.0,0.0174428571428571,2009-11-10
NE,CE,Litoral,Eólica,39.0,39.29,54.6,0.7195970695970695,2009-11-10
NE,CE,Litoral,Eólica,83.5,57.636,105.0,0.5489142857142857,2009-11-10
NE,RN,Litoral,Eólica,36.5,17.795,51.0,0.3489215686274509,2009-11-10
NE,RN,Litoral,Eólica,0.0,3.717,52.8,0.0703977272727272,2009-11-10
S,RS,,Eólica,0.0,2.067,70.0,0.0295285714285714,2009-11-10
NE,CE,Litoral,Eólica,39.5,41.668,54.6,0.7631501831501831,2009-11-10
NE,CE,Litoral,Eólica,91.5,63.501,105.0,0.6047714285714285,2009-11-10
NE,RN,Litoral,Eólica,38.5,19.991,51.0,0.3919803921568627,2009-11-10
NE,RN,Litoral,Eólica,0.0,3.246,52.8,0.0614772727272727,2009-11-10
S,RS,,Eólica,0.0,1.923,70.0,0.0274714285714285,2009-11-10
NE,CE,Litoral,Eólica,39.5,45.609,54.6,0.8353296703296703,2009-11-11
NE,CE,Litoral,Eólica,92.0,61.884,105.0,0.5893714285714285,2009-11-11
NE,RN,Litoral,Eólica,40.0,33.762,51.0,0.662,2009-11-11
NE,RN,Litoral,Eólica,0.0,6.025,52.8,0.1141098484848484,2009-11-11
S,RS,,Eólica,0.0,1.356,70.0,0.0193714285714285,2009-11-11
NE,CE,Litoral,Eólica,38.5,42.901,54.6,0.7857326007326007,2009-11-11
NE,CE,Litoral,Eólica,90.5,61.763,105.0,0.5882190476190476,2009-11-11
NE,RN,Litoral,Eólica,40.0,40.09,51.0,0.786078431372549,2009-11-11
NE,RN,Litoral,Eólica,0.0,8.271,52.8,0.1566477272727272,2009-11-11
S,RS,,Eólica,0.0,0.732,70.0,0.0104571428571428,2009-11-11
NE,CE,Litoral,Eólica,40.5,42.817,54.6,0.784194139194139,2009-11-11
NE,CE,Litoral,Eólica,93.0,68.997,105.0,0.6571142857142857,2009-11-11
NE,RN,Litoral,Eólica,38.5,40.463,51.0,0.793392156862745,2009-11-11
NE,RN,Litoral,Eólica,0.0,6.609,52.8,0.1251704545454545,2009-11-11
S,RS,,Eólica,0.0,2.577,70.0,0.0368142857142857,2009-11-11
NE,CE,Litoral,Eólica,41.5,42.197,54.6,0.7728388278388278,2009-11-11
NE,CE,Litoral,Eólica,91.5,70.154,105.0,0.6681333333333332,2009-11-11
NE,RN,Litoral,Eólica,35.5,39.68,51.0,0.7780392156862745,2009-11-11
NE,RN,Litoral,Eólica,0.0,6.277,52.8,0.1188825757575757,2009-11-11
S,RS,,Eólica,0.0,3.138,70.0,0.0448285714285714,2009-11-11
NE,CE,Litoral,Eólica,43.0,46.532,54.6,0.8522344322344322,2009-11-11
NE,CE,Litoral,Eólica,88.5,57.165,105.0,0.5444285714285714,2009-11-11
NE,RN,Litoral,Eólica,31.5,36.731,51.0,0.7202156862745098,2009-11-11
NE,RN,Litoral,Eólica,0.0,8.146,52.8,0.154280303030303,2009-11-11
S,RS,,Eólica,0.0,2.017,70.0,0.0288142857142857,2009-11-11
NE,CE,Litoral,Eólica,42.0,45.188,54.6,0.8276190476190476,2009-11-11
NE,CE,Litoral,Eólica,89.0,62.681,105.0,0.5969619047619047,2009-11-11
NE,RN,Litoral,Eólica,23.5,43.463,51.0,0.8522156862745098,2009-11-11
NE,RN,Litoral,Eólica,0.0,9.937,52.8,0.1882007575757575,2009-11-11
S,RS,,Eólica,0.0,4.844,70.0,0.0692,2009-11-11
NE,CE,Litoral,Eólica,41.5,37.371,54.6,0.6844505494505494,2009-11-11
NE,CE,Litoral,Eólica,79.5,48.431,105.0,0.461247619047619,2009-11-11
NE,RN,Litoral,Eólica,19.5,42.611,51.0,0.8355098039215686,2009-11-11
NE,RN,Litoral,Eólica,0.0,9.554,52.8,0.1809469696969696,2009-11-11
S,RS,,Eólica,0.5,23.065,70.0,0.3295,2009-11-11
NE,CE,Litoral,Eólica,38.0,29.904,54.6,0.5476923076923076,2009-11-11
NE,CE,Litoral,Eólica,57.5,49.364,105.0,0.4701333333333333,2009-11-11
NE,RN,Litoral,Eólica,13.5,37.665,51.0,0.7385294117647058,2009-11-11
NE,RN,Litoral,Eólica,0.0,8.529,52.8,0.1615340909090909,2009-11-11
S,RS,,Eólica,1.0,36.448,70.0,0.5206857142857142,2009-11-11
NE,CE,Litoral,Eólica,35.5,30.164,54.6,0.5524542124542124,2009-11-11
NE,CE,Litoral,Eólica,17.0,39.364,105.0,0.374895238095238,2009-11-11
NE,RN,Litoral,Eólica,9.5,37.799,51.0,0.741156862745098,2009-11-11
NE,RN,Litoral,Eólica,0.0,8.207,52.8,0.155435606060606,2009-11-11
S,RS,,Eólica,2.0,31.249,70.0,0.4464142857142857,2009-11-11
NE,CE,Litoral,Eólica,33.5,29.249,54.6,0.5356959706959706,2009-11-11
NE,CE,Litoral,Eólica,7.5,9.436,105.0,0.0898666666666666,2009-11-11
NE,RN,Litoral,Eólica,7.5,39.687,51.0,0.7781764705882352,2009-11-11
NE,RN,Litoral,Eólica,0.0,8.708,52.8,0.1649242424242424,2009-11-12
S,RS,,Eólica,2.0,23.516,70.0,0.3359428571428571,2009-11-12
NE,CE,Litoral,Eólica,45.0,32.524,54.6,0.5956776556776556,2009-11-12
NE,CE,Litoral,Eólica,7.5,0.745,105.0,0.007095238095238,2009-11-12
NE,RN,Litoral,Eólica,8.0,39.123,51.0,0.7671176470588235,2009-11-12
NE,RN,Litoral,Eólica,0.0,8.232,52.8,0.1559090909090909,2009-11-12
S,RS,,Eólica,8.5,26.83,70.0,0.3832857142857142,2009-11-12
NE,CE,Litoral,Eólica,45.0,35.259,54.6,0.6457692307692307,2009-11-12
NE,CE,Litoral,Eólica,8.0,0.01,105.0,9.5238095238e-05,2009-11-12
NE,RN,Litoral,Eólica,8.0,35.814,51.0,0.702235294117647,2009-11-12
NE,RN,Litoral,Eólica,0.0,7.505,52.8,0.1421401515151515,2009-11-12
S,RS,,Eólica,9.0,26.817,70.0,0.3831,2009-11-12
NE,CE,Litoral,Eólica,46.5,30.907,54.6,0.566062271062271,2009-11-12
NE,CE,Litoral,Eólica,8.5,2.648,105.0,0.0252190476190476,2009-11-12
NE,RN,Litoral,Eólica,9.5,28.952,51.0,0.5676862745098039,2009-11-12
NE,RN,Litoral,Eólica,0.0,5.536,52.8,0.1048484848484848,2009-11-12
S,RS,,Eólica,10.0,27.644,70.0,0.3949142857142857,2009-11-12
NE,CE,Litoral,Eólica,39.0,31.084,54.6,0.5693040293040293,2009-11-12
NE,CE,Litoral,Eólica,10.5,2.694,105.0,0.0256571428571428,2009-11-12
NE,RN,Litoral,Eólica,9.0,19.815,51.0,0.3885294117647058,2009-11-12
NE,RN,Litoral,Eólica,0.0,5.348,52.8,0.1012878787878787,2009-11-12
S,RS,,Eólica,10.0,32.288,70.0,0.4612571428571428,2009-11-12
NE,CE,Litoral,Eólica,36.0,31.313,54.6,0.5734981684981684,2009-11-12
NE,CE,Litoral,Eólica,18.0,3.096,105.0,0.0294857142857142,2009-11-12
NE,RN,Litoral,Eólica,7.5,18.251,51.0,0.3578627450980392,2009-11-12
NE,RN,Litoral,Eólica,0.0,5.123,52.8,0.0970265151515151,2009-11-12
S,RS,,Eólica,10.5,39.187,70.0,0.5598142857142857,2009-11-12
NE,CE,Litoral,Eólica,34.5,27.08,54.6,0.4959706959706959,2009-11-12
NE,CE,Litoral,Eólica,27.5,10.998,105.0,0.1047428571428571,2009-11-12
NE,RN,Litoral,Eólica,9.0,14.466,51.0,0.2836470588235294,2009-11-12
NE,RN,Litoral,Eólica,0.0,4.005,52.8,0.0758522727272727,2009-11-12
S,RS,,Eólica,17.0,33.572,70.0,0.4796,2009-11-12
NE,CE,Litoral,Eólica,32.5,16.075,54.6,0.2944139194139194,2009-11-12
NE,CE,Litoral,Eólica,27.0,17.286,105.0,0.1646285714285714,2009-11-12
NE,RN,Litoral,Eólica,10.0,17.697,51.0,0.347,2009-11-12
NE,RN,Litoral,Eólica,0.0,4.597,52.8,0.0870643939393939,2009-11-12
S,RS,,Eólica,14.5,32.79,70.0,0.4684285714285714,2009-11-12
NE,CE,Litoral,Eólica,38.0,3.382,54.6,0.0619413919413919,2009-11-12
NE,CE,Litoral,Eólica,34.0,12.272,105.0,0.1168761904761904,2009-11-12
NE,RN,Litoral,Eólica,27.0,14.497,51.0,0.2842549019607843,2009-11-12
NE,RN,Litoral,Eólica,0.0,4.534,52.8,0.0858712121212121,2009-11-12
S,RS,,Eólica,16.5,26.027,70.0,0.3718142857142857,2009-11-12
NE,CE,Litoral,Eólica,41.0,11.831,54.6,0.2166849816849816,2009-11-12
NE,CE,Litoral,Eólica,57.5,12.708,105.0,0.1210285714285714,2009-11-12
NE,RN,Litoral,Eólica,35.5,24.695,51.0,0.4842156862745098,2009-11-12
NE,RN,Litoral,Eólica,0.0,6.614,52.8,0.1252651515151515,2009-11-12
S,RS,,Eólica,18.0,33.986,70.0,0.4855142857142857,2009-11-12
NE,CE,Litoral,Eólica,44.5,36.564,54.6,0.6696703296703296,2009-11-12
NE,CE,Litoral,Eólica,69.0,47.048,105.0,0.4480761904761904,2009-11-13
NE,RN,Litoral,Eólica,32.0,24.552,51.0,0.4814117647058823,2009-11-13
NE,RN,Litoral,Eólica,0.0,5.318,52.8,0.1007196969696969,2009-11-13
S,RS,,Eólica,18.5,32.07,70.0,0.4581428571428571,2009-11-13
NE,CE,Litoral,Eólica,48.5,34.62,54.6,0.634065934065934,2009-11-13
NE,CE,Litoral,Eólica,70.5,43.026,105.0,0.4097714285714285,2009-11-13
NE,RN,Litoral,Eólica,32.0,24.498,51.0,0.4803529411764705,2009-11-13
NE,RN,Litoral,Eólica,0.0,4.386,52.8,0.0830681818181818,2009-11-13
S,RS,,Eólica,19.0,34.098,70.0,0.4871142857142857,2009-11-13
NE,CE,Litoral,Eólica,50.0,26.672,54.6,0.4884981684981684,2009-11-13
NE,CE,Litoral,Eólica,63.0,41.145,105.0,0.3918571428571428,2009-11-13
NE,RN,Litoral,Eólica,30.5,23.587,51.0,0.4624901960784313,2009-11-13
NE,RN,Litoral,Eólica,0.0,4.059,52.8,0.076875,2009-11-13
S,RS,,Eólica,18.5,26.435,70.0,0.3776428571428571,2009-11-13
NE,CE,Litoral,Eólica,50.5,29.292,54.6,0.5364835164835164,2009-11-13
NE,CE,Litoral,Eólica,72.0,71.439,105.0,0.6803714285714285,2009-11-13
NE,RN,Litoral,Eólica,29.5,32.156,51.0,0.6305098039215686,2009-11-13
NE,RN,Litoral,Eólica,0.0,6.211,52.8,0.1176325757575757,2009-11-13
S,RS,,Eólica,17.5,32.293,70.0,0.4613285714285714,2009-11-13
NE,CE,Litoral,Eólica,50.0,28.069,54.6,0.514084249084249,2009-11-13
NE,CE,Litoral,Eólica,92.0,80.065,105.0,0.7625238095238095,2009-11-13
NE,RN,Litoral,Eólica,31.0,42.887,51.0,0.8409215686274509,2009-11-13
NE,RN,Litoral,Eólica,0.0,10.176,52.8,0.1927272727272727,2009-11-13
S,RS,,Eólica,15.5,40.562,70.0,0.5794571428571428,2009-11-13
NE,CE,Litoral,Eólica,49.0,29.897,54.6,0.5475641025641025,2009-11-13
NE,CE,Litoral,Eólica,96.5,83.52,105.0,0.7954285714285714,2009-11-13
NE,RN,Litoral,Eólica,30.5,47.714,51.0,0.9355686274509804,2009-11-13
NE,RN,Litoral,Eólica,0.0,12.431,52.8,0.235435606060606,2009-11-13
S,RS,,Eólica,13.0,36.763,70.0,0.5251857142857141,2009-11-13
NE,CE,Litoral,Eólica,49.0,28.431,54.6,0.5207142857142857,2009-11-13
NE,CE,Litoral,Eólica,98.5,82.004,105.0,0.7809904761904761,2009-11-13
NE,RN,Litoral,Eólica,32.5,48.97,51.0,0.9601960784313724,2009-11-13
NE,RN,Litoral,Eólica,0.0,11.809,52.8,0.223655303030303,2009-11-13
S,RS,,Eólica,10.5,35.584,70.0,0.5083428571428571,2009-11-13
NE,CE,Litoral,Eólica,46.0,27.71,54.6,0.5075091575091575,2009-11-13
NE,CE,Litoral,Eólica,99.0,76.035,105.0,0.7241428571428571,2009-11-13
NE,RN,Litoral,Eólica,33.0,49.222,51.0,0.9651372549019608,2009-11-13
NE,RN,Litoral,Eólica,0.0,11.792,52.8,0.2233333333333333,2009-11-13
S,RS,,Eólica,7.5,35.025,70.0,0.5003571428571428,2009-11-13
NE,CE,Litoral,Eólica,39.5,35.22,54.6,0.645054945054945,2009-11-13
NE,CE,Litoral,Eólica,99.0,80.419,105.0,0.765895238095238,2009-11-13
NE,RN,Litoral,Eólica,34.0,48.278,51.0,0.946627450980392,2009-11-13
NE,RN,Litoral,Eólica,0.0,10.815,52.8,0.2048295454545454,2009-11-13
S,RS,,Eólica,6.0,37.78,70.0,0.5397142857142857,2009-11-13
NE,CE,Litoral,Eólica,38.0,37.636,54.6,0.6893040293040293,2009-11-13
NE,CE,Litoral,Eólica,97.0,78.493,105.0,0.7475523809523809,2009-11-13
NE,RN,Litoral,Eólica,30.0,42.781,51.0,0.8388431372549019,2009-11-13
NE,RN,Litoral,Eólica,0.0,9.426,52.8,0.1785227272727272,2009-11-13
S,RS,,Eólica,4.5,40.15,70.0,0.5735714285714285,2009-11-14
NE,CE,Litoral,Eólica,37.0,34.694,54.6,0.6354212454212455,2009-11-14
NE,CE,Litoral,Eólica,91.0,78.076,105.0,0.7435809523809523,2009-11-14
NE,RN,Litoral,Eólica,28.0,42.481,51.0,0.8329607843137254,2009-11-14
NE,RN,Litoral,Eólica,0.0,9.372,52.8,0.1775,2009-11-14
S,RS,,Eólica,3.5,41.548,70.0,0.5935428571428571,2009-11-14
NE,CE,Litoral,Eólica,36.5,29.775,54.6,0.5453296703296703,2009-11-14
NE,CE,Litoral,Eólica,64.5,77.736,105.0,0.7403428571428571,2009-11-14
NE,RN,Litoral,Eólica,24.5,36.212,51.0,0.7100392156862745,2009-11-14
NE,RN,Litoral,Eólica,0.0,6.903,52.8,0.1307386363636363,2009-11-14
S,RS,,Eólica,3.0,44.646,70.0,0.6378,2009-11-14
NE,CE,Litoral,Eólica,41.0,28.705,54.6,0.5257326007326008,2009-11-14
NE,CE,Litoral,Eólica,41.5,77.777,105.0,0.7407333333333334,2009-11-14
NE,RN,Litoral,Eólica,20.0,30.305,51.0,0.5942156862745098,2009-11-14
NE,RN,Litoral,Eólica,0.0,5.888,52.8,0.1115151515151515,2009-11-14
S,RS,,Eólica,3.0,52.374,70.0,0.7482,2009-11-14
NE,CE,Litoral,Eólica,43.0,33.079,54.6,0.6058424908424908,2009-11-14
NE,CE,Litoral,Eólica,20.5,63.83,105.0,0.607904761904762,2009-11-14
NE,RN,Litoral,Eólica,18.0,24.51,51.0,0.4805882352941176,2009-11-14
NE,RN,Litoral,Eólica,0.0,5.49,52.8,0.1039772727272727,2009-11-14
S,RS,,Eólica,3.0,45.482,70.0,0.6497428571428571,2009-11-14
NE,CE,Litoral,Eólica,44.5,30.893,54.6,0.5658058608058608,2009-11-14
NE,CE,Litoral,Eólica,4.0,53.58,105.0,0.5102857142857142,2009-11-14
NE,RN,Litoral,Eólica,15.0,13.274,51.0,0.2602745098039215,2009-11-14
NE,RN,Litoral,Eólica,0.0,3.64,52.8,0.0689393939393939,2009-11-14
S,RS,,Eólica,3.0,49.081,70.0,0.7011571428571428,2009-11-14
NE,CE,Litoral,Eólica,45.0,27.033,54.6,0.4951098901098901,2009-11-14
NE,CE,Litoral,Eólica,7.5,45.942,105.0,0.4375428571428571,2009-11-14
NE,RN,Litoral,Eólica,8.0,6.177,51.0,0.1211176470588235,2009-11-14
NE,RN,Litoral,Eólica,0.0,1.452,67.65,0.0214634146341463,2009-11-14
S,RS,,Eólica,9.0,41.536,70.0,0.5933714285714285,2009-11-14
NE,CE,Litoral,Eólica,45.0,20.288,54.6,0.3715750915750915,2009-11-14
NE,CE,Litoral,Eólica,8.0,40.328,105.0,0.3840761904761904,2009-11-14
NE,RN,Litoral,Eólica,8.0,3.385,51.0,0.0663725490196078,2009-11-14
NE,RN,Litoral,Eólica,0.0,1.314,67.65,0.0194235033259423,2009-11-14
S,RS,,Eólica,9.0,15.992,70.0,0.2284571428571428,2009-11-14
NE,CE,Litoral,Eólica,46.5,13.423,54.6,0.2458424908424908,2009-11-14
NE,CE,Litoral,Eólica,8.5,21.235,105.0,0.2022380952380952,2009-11-14
NE,RN,Litoral,Eólica,9.5,1.396,51.0,0.0273725490196078,2009-11-14
NE,RN,Litoral,Eólica,0.0,0.766,67.65,0.0113229859571322,2009-11-14
S,RS,,Eólica,7.5,47.215,70.0,0.6745,2009-11-14
NE,CE,Litoral,Eólica,39.0,13.247,54.6,0.2426190476190476,2009-11-14
NE,CE,Litoral,Eólica,10.5,0.512,105.0,0.0048761904761904,2009-11-14
